fecha,zona_prov,clae2,w_mean
2015-11-01,BUENOS AIRES,22,17800
2015-11-01,BUENOS AIRES,23,20563
2015-11-01,BUENOS AIRES,24,23217
2015-11-01,BUENOS AIRES,25,13162
2015-11-01,BUENOS AIRES,26,13851
2015-11-01,BUENOS AIRES,27,16171
2015-11-01,BUENOS AIRES,28,15798
2015-11-01,BUENOS AIRES,29,25056
2015-11-01,BUENOS AIRES,30,19812
2015-11-01,BUENOS AIRES,31,12737
2015-11-01,BUENOS AIRES,32,15064
2015-11-01,BUENOS AIRES,33,21532
2015-11-01,BUENOS AIRES,35,35815
2015-11-01,BUENOS AIRES,36,28833
2015-11-01,BUENOS AIRES,37,16310
2015-11-01,BUENOS AIRES,38,20756
2015-11-01,BUENOS AIRES,39,15579
2015-11-01,BUENOS AIRES,41,7702
2015-11-01,BUENOS AIRES,42,16569
2015-11-01,BUENOS AIRES,43,10018
2015-11-01,BUENOS AIRES,45,13831
2015-11-01,BUENOS AIRES,46,17134
2015-11-01,BUENOS AIRES,47,12446
2015-11-01,BUENOS AIRES,49,19564
2015-11-01,BUENOS AIRES,50,34802
2015-11-01,BUENOS AIRES,51,38632
2015-11-01,BUENOS AIRES,52,17590
2015-11-01,BUENOS AIRES,53,15332
2015-11-01,BUENOS AIRES,55,10521
2015-11-01,BUENOS AIRES,56,8567
2015-11-01,BUENOS AIRES,58,19271
2015-11-01,BUENOS AIRES,59,14204
2015-11-01,BUENOS AIRES,60,26303
2015-11-01,BUENOS AIRES,61,23367
2015-11-01,BUENOS AIRES,62,20260
2015-11-01,BUENOS AIRES,63,16597
2015-11-01,BUENOS AIRES,64,40123
2015-11-01,BUENOS AIRES,65,19888
2015-11-01,BUENOS AIRES,66,13772
2015-11-01,BUENOS AIRES,68,11597
2015-11-01,BUENOS AIRES,69,8911
2015-11-01,BUENOS AIRES,70,10898
2015-11-01,BUENOS AIRES,71,12515
2015-11-01,BUENOS AIRES,72,24560
2015-11-01,BUENOS AIRES,73,14160
2015-11-01,BUENOS AIRES,74,11944
2015-11-01,BUENOS AIRES,75,9048
2015-11-01,BUENOS AIRES,77,21672
2015-11-01,BUENOS AIRES,78,9135
2015-11-01,BUENOS AIRES,79,12883
2015-11-01,BUENOS AIRES,80,11715
2015-11-01,BUENOS AIRES,81,8037
2015-11-01,BUENOS AIRES,82,13535
2015-11-01,BUENOS AIRES,85,8661
2015-11-01,BUENOS AIRES,86,14148
2015-11-01,BUENOS AIRES,87,10622
2015-11-01,BUENOS AIRES,88,9948
2015-11-01,BUENOS AIRES,90,9493
2015-11-01,BUENOS AIRES,91,11766
2015-11-01,BUENOS AIRES,92,11868
2015-11-01,BUENOS AIRES,93,11294
2015-11-01,BUENOS AIRES,94,13396
2015-11-01,BUENOS AIRES,95,9170
2015-11-01,BUENOS AIRES,96,9034
2015-11-01,BUENOS AIRES,999,26889
2015-11-01,CAPITAL FEDERAL,1,17790
2015-11-01,CAPITAL FEDERAL,2,18238
2015-11-01,CAPITAL FEDERAL,3,17254
2015-11-01,CAPITAL FEDERAL,5,40072
2015-11-01,CAPITAL FEDERAL,6,65244
2015-11-01,CAPITAL FEDERAL,7,52972
2015-11-01,CAPITAL FEDERAL,8,32562
2015-11-01,CAPITAL FEDERAL,9,58693
2015-11-01,CAPITAL FEDERAL,10,18822
2015-11-01,CAPITAL FEDERAL,11,27670
2015-11-01,CAPITAL FEDERAL,12,53222
2015-11-01,CAPITAL FEDERAL,13,13210
2015-11-01,CAPITAL FEDERAL,14,11610
2015-11-01,CAPITAL FEDERAL,15,13176
2015-11-01,CAPITAL FEDERAL,16,14467
2015-11-01,CAPITAL FEDERAL,17,20062
2015-11-01,CAPITAL FEDERAL,18,20729
2015-11-01,CAPITAL FEDERAL,19,41809
2015-11-01,CAPITAL FEDERAL,20,26674
2015-11-01,CAPITAL FEDERAL,21,34586
2015-11-01,CAPITAL FEDERAL,22,15879
2015-11-01,CAPITAL FEDERAL,23,20911
2015-11-01,CAPITAL FEDERAL,24,29101
2015-11-01,CAPITAL FEDERAL,25,13008
2015-11-01,CAPITAL FEDERAL,26,19966
2015-11-01,CAPITAL FEDERAL,27,17575
2015-11-01,CAPITAL FEDERAL,28,18910
2015-11-01,CAPITAL FEDERAL,29,21213
2015-11-01,CAPITAL FEDERAL,30,21886
2015-11-01,CAPITAL FEDERAL,31,11352
2015-11-01,CAPITAL FEDERAL,32,12333
2015-11-01,CAPITAL FEDERAL,33,20374
2015-11-01,CAPITAL FEDERAL,35,39937
2015-11-01,CAPITAL FEDERAL,36,38627
2015-11-01,CAPITAL FEDERAL,37,18139
2015-11-01,CAPITAL FEDERAL,38,28347
2015-11-01,CAPITAL FEDERAL,39,14399
2015-11-01,CAPITAL FEDERAL,41,8976
2015-11-01,CAPITAL FEDERAL,42,18707
2015-11-01,CAPITAL FEDERAL,43,11307
2015-11-01,CAPITAL FEDERAL,45,14600
2015-11-01,CAPITAL FEDERAL,46,19406
2015-11-01,CAPITAL FEDERAL,47,13972
2015-11-01,CAPITAL FEDERAL,49,18426
2015-11-01,CAPITAL FEDERAL,50,42618
2015-11-01,CAPITAL FEDERAL,51,41998
2015-11-01,CAPITAL FEDERAL,52,20788
2015-11-01,CAPITAL FEDERAL,53,19454
2015-11-01,CAPITAL FEDERAL,55,15017
2015-11-01,CAPITAL FEDERAL,56,8849
2015-11-01,CAPITAL FEDERAL,58,23596
2015-11-01,CAPITAL FEDERAL,59,18835
2015-11-01,CAPITAL FEDERAL,60,30683
2015-11-01,CAPITAL FEDERAL,61,29103
2015-11-01,CAPITAL FEDERAL,62,22261
2015-11-01,CAPITAL FEDERAL,63,24276
2015-11-01,CAPITAL FEDERAL,64,38239
2015-11-01,CAPITAL FEDERAL,65,25953
2015-11-01,CAPITAL FEDERAL,66,23867
2015-11-01,CAPITAL FEDERAL,68,13711
2015-11-01,CAPITAL FEDERAL,69,15932
2015-11-01,CAPITAL FEDERAL,70,21700
2015-11-01,CAPITAL FEDERAL,71,18426
2015-11-01,CAPITAL FEDERAL,72,25329
2015-11-01,CAPITAL FEDERAL,73,19401
2015-11-01,CAPITAL FEDERAL,74,13812
2015-11-01,CAPITAL FEDERAL,75,7498
2015-11-01,CAPITAL FEDERAL,77,18474
2015-11-01,CAPITAL FEDERAL,78,10394
2015-11-01,CAPITAL FEDERAL,79,17353
2015-11-01,CAPITAL FEDERAL,80,12331
2015-11-01,CAPITAL FEDERAL,81,8260
2015-11-01,CAPITAL FEDERAL,82,14421
2015-11-01,CAPITAL FEDERAL,85,10479
2015-11-01,CAPITAL FEDERAL,86,17857
2015-11-01,CAPITAL FEDERAL,87,10671
2015-11-01,CAPITAL FEDERAL,88,11822
2015-11-01,CAPITAL FEDERAL,90,10564
2015-11-01,CAPITAL FEDERAL,91,13775
2015-11-01,CAPITAL FEDERAL,92,19306
2015-11-01,CAPITAL FEDERAL,93,11939
2015-11-01,CAPITAL FEDERAL,94,16276
2015-11-01,CAPITAL FEDERAL,95,13809
2015-11-01,CAPITAL FEDERAL,96,10228
2015-11-01,CAPITAL FEDERAL,999,25969
2015-11-01,CATAMARCA,1,9569
2015-11-01,CATAMARCA,2,8072
2015-11-01,CATAMARCA,3,-99
2015-11-01,CATAMARCA,7,44023
2015-11-01,CATAMARCA,8,24691
2015-11-01,CATAMARCA,9,8262
2015-11-01,CATAMARCA,10,15738
2015-11-01,CATAMARCA,11,19744
2015-11-01,CATAMARCA,13,14786
2015-11-01,CATAMARCA,14,11031
2015-11-01,CATAMARCA,15,13516
2015-11-01,CATAMARCA,16,7914
2015-11-01,CATAMARCA,17,12475
2015-11-01,CATAMARCA,18,7636
2015-11-01,CATAMARCA,20,12780
2015-11-01,CATAMARCA,21,55722
2015-11-01,CATAMARCA,22,14968
2015-11-01,CATAMARCA,23,25219
2015-11-01,CATAMARCA,24,11412
2015-11-01,CATAMARCA,25,7383
2015-11-01,CATAMARCA,26,-99
2015-11-01,CATAMARCA,27,14070
2015-11-01,CATAMARCA,28,25726
2015-11-01,CATAMARCA,30,8739
2015-11-01,CATAMARCA,31,8701
2015-11-01,CATAMARCA,32,10826
2015-11-01,CATAMARCA,33,20528
2015-11-01,CATAMARCA,35,33435
2015-11-01,CATAMARCA,36,14283
2015-11-01,CATAMARCA,38,16170
2015-11-01,CATAMARCA,41,7140
2015-11-01,CATAMARCA,42,9928
2015-11-01,CATAMARCA,43,7179
2015-11-01,CATAMARCA,45,10970
2015-11-01,CATAMARCA,46,10478
2015-11-01,CATAMARCA,47,10742
2015-11-01,CATAMARCA,49,15358
2015-11-01,CATAMARCA,50,-99
2015-11-01,CATAMARCA,51,20449
2015-11-01,CATAMARCA,52,13778
2015-11-01,CATAMARCA,53,21812
2015-11-01,CATAMARCA,55,9462
2015-11-01,CATAMARCA,56,9219
2015-11-01,CATAMARCA,58,12032
2015-11-01,CATAMARCA,59,9803
2015-11-01,CATAMARCA,60,16142
2015-11-01,CATAMARCA,61,20365
2015-11-01,CATAMARCA,62,11040
2015-11-01,CATAMARCA,63,15157
2015-11-01,CATAMARCA,64,22112
2015-11-01,CATAMARCA,65,15341
2015-11-01,CATAMARCA,66,9902
2015-11-01,CATAMARCA,68,7707
2015-11-01,CATAMARCA,69,7902
2015-11-01,CATAMARCA,70,13555
2015-11-01,CATAMARCA,71,6185
2015-11-01,CATAMARCA,73,12178
2015-11-01,CATAMARCA,74,4675
2015-11-01,CATAMARCA,75,11379
2015-11-01,CATAMARCA,77,8583
2015-11-01,CATAMARCA,78,4048
2015-11-01,CATAMARCA,79,12456
2015-11-01,CATAMARCA,80,9083
2015-11-01,CATAMARCA,81,8327
2015-11-01,CATAMARCA,82,12885
2015-11-01,CATAMARCA,85,8217
2015-11-01,CATAMARCA,86,10687
2015-11-01,CATAMARCA,87,6364
2015-11-01,CATAMARCA,88,10495
2015-11-01,CATAMARCA,90,3742
2015-11-01,CATAMARCA,91,8423
2015-11-01,CATAMARCA,92,7269
2015-11-01,CATAMARCA,93,6586
2015-11-01,CATAMARCA,94,12959
2015-11-01,CATAMARCA,95,6155
2015-11-01,CATAMARCA,96,6737
2015-11-01,CATAMARCA,999,8128
2015-11-01,CHACO,1,9266
2015-11-01,CHACO,2,6188
2015-11-01,CHACO,5,4961
2015-11-01,CHACO,6,30518
2015-11-01,CHACO,8,22691
2015-11-01,CHACO,10,12312
2015-11-01,CHACO,11,16753
2015-11-01,CHACO,12,34204
2015-11-01,CHACO,13,12352
2015-11-01,CHACO,14,8727
2015-11-01,CHACO,15,13607
2015-11-01,CHACO,16,6568
2015-11-01,CHACO,17,9277
2015-11-01,CHACO,18,14800
2015-11-01,CHACO,19,35999
2015-11-01,CHACO,20,15791
2015-11-01,CHACO,21,45949
2015-11-01,CHACO,22,15774
2015-11-01,CHACO,23,9769
2015-11-01,CHACO,24,9901
2015-11-01,CHACO,25,8063
2015-11-01,CHACO,26,12472
2015-11-01,CHACO,27,10267
2015-11-01,CHACO,28,10904
2015-11-01,CHACO,29,10510
2015-11-01,CHACO,30,12113
2015-11-01,CHACO,31,9123
2015-11-01,CHACO,32,10880
2015-11-01,CHACO,33,7505
2015-11-01,CHACO,35,38543
2015-11-01,CHACO,36,15705
2015-11-01,CHACO,38,9474
2015-11-01,CHACO,39,9096
2015-11-01,CHACO,41,7174
2015-11-01,CHACO,42,14614
2015-11-01,CHACO,43,8813
2015-11-01,CHACO,45,12258
2015-11-01,CHACO,46,12591
2015-11-01,CHACO,47,11613
2015-11-01,CHACO,49,16221
2015-11-01,CHACO,50,65085
2015-11-01,CHACO,51,32823
2015-11-01,CHACO,52,13484
2015-11-01,CHACO,53,19942
2015-11-01,CHACO,55,11391
2015-11-01,CHACO,56,6370
2015-11-01,CHACO,58,12075
2015-11-01,CHACO,59,10406
2015-11-01,CHACO,60,15041
2015-11-01,CHACO,61,22048
2015-11-01,CHACO,62,12191
2015-11-01,CHACO,63,33436
2015-11-01,CHACO,64,44647
2015-11-01,CHACO,65,19238
2015-11-01,CHACO,66,10499
2015-11-01,CHACO,68,12219
2015-11-01,CHACO,69,8367
2015-11-01,CHACO,70,9931
2015-11-01,CHACO,71,8041
2015-11-01,CHACO,72,6162
2015-11-01,CHACO,73,11829
2015-11-01,CHACO,74,6577
2015-11-01,CHACO,75,8290
2015-11-01,CHACO,77,9663
2015-11-01,CHACO,78,1627
2015-11-01,CHACO,79,10738
2015-11-01,CHACO,80,11425
2015-11-01,CHACO,81,6567
2015-11-01,CHACO,82,9735
2015-11-01,CHACO,85,8586
2015-11-01,CHACO,86,12588
2015-11-01,CHACO,87,10674
2015-11-01,CHACO,88,6022
2015-11-01,CHACO,90,4467
2015-11-01,CHACO,92,11813
2015-11-01,CHACO,93,9550
2015-11-01,CHACO,94,11669
2015-11-01,CHACO,95,8120
2015-11-01,CHACO,96,7751
2015-11-01,CHACO,999,12441
2015-11-01,CHUBUT,1,9824
2015-11-01,CHUBUT,2,11732
2015-11-01,CHUBUT,3,25279
2015-11-01,CHUBUT,6,63042
2015-11-01,CHUBUT,7,13544
2015-11-01,CHUBUT,8,15342
2015-11-01,CHUBUT,9,55468
2015-11-01,CHUBUT,10,19535
2015-11-01,CHUBUT,11,27282
2015-11-01,CHUBUT,12,-99
2015-11-01,CHUBUT,13,21182
2015-11-01,CHUBUT,14,10281
2015-11-01,CHUBUT,15,19862
2015-11-01,CHUBUT,16,7632
2015-11-01,CHUBUT,18,16485
2015-11-01,CHUBUT,20,30543
2015-11-01,CHUBUT,21,68921
2015-11-01,CHUBUT,22,13851
2015-11-01,CHUBUT,23,16710
2015-11-01,CHUBUT,24,41091
2015-11-01,CHUBUT,25,16453
2015-11-01,CHUBUT,26,19658
2015-11-01,CHUBUT,27,23192
2015-11-01,CHUBUT,28,39686
2015-11-01,CHUBUT,29,14824
2015-11-01,CHUBUT,30,8753
2015-11-01,CHUBUT,31,12740
2015-11-01,CHUBUT,32,11006
2015-11-01,CHUBUT,33,40008
2015-11-01,CHUBUT,35,41404
2015-11-01,CHUBUT,36,53061
2015-11-01,CHUBUT,37,-99
2015-11-01,CHUBUT,38,20899
2015-11-01,CHUBUT,39,22794
2015-11-01,CHUBUT,41,14132
2015-11-01,CHUBUT,42,24399
2015-11-01,CHUBUT,43,33021
2015-11-01,CHUBUT,45,16076
2015-11-01,CHUBUT,46,16564
2015-11-01,CHUBUT,47,15833
2015-11-01,CHUBUT,49,25167
2015-11-01,CHUBUT,50,38735
2015-11-01,CHUBUT,51,51998
2015-11-01,CHUBUT,52,14396
2015-11-01,CHUBUT,53,27640
2015-11-01,CHUBUT,55,12850
2015-11-01,CHUBUT,56,11532
2015-11-01,CHUBUT,58,14582
2015-11-01,CHUBUT,59,10825
2015-11-01,CHUBUT,60,22949
2015-11-01,CHUBUT,61,29028
2015-11-01,CHUBUT,62,21979
2015-11-01,CHUBUT,63,18225
2015-11-01,CHUBUT,64,48001
2015-11-01,CHUBUT,65,25656
2015-11-01,CHUBUT,66,13766
2015-11-01,CHUBUT,68,15496
2015-11-01,CHUBUT,69,11224
2015-11-01,CHUBUT,70,14582
2015-11-01,CHUBUT,71,20138
2015-11-01,CHUBUT,72,11587
2015-11-01,CHUBUT,73,16661
2015-11-01,CHUBUT,74,13006
2015-11-01,CHUBUT,75,11782
2015-11-01,CHUBUT,77,22248
2015-11-01,CHUBUT,78,6299
2015-11-01,CHUBUT,79,13500
2015-11-01,CHUBUT,80,15246
2015-11-01,CHUBUT,81,10370
2015-11-01,CHUBUT,82,27307
2015-11-01,CHUBUT,85,11565
2015-11-01,CHUBUT,86,17001
2015-11-01,CHUBUT,87,11208
2015-11-01,CHUBUT,88,8037
2015-11-01,CHUBUT,90,1583
2015-11-01,CHUBUT,91,9366
2015-11-01,CHUBUT,92,21232
2015-11-01,CHUBUT,93,8534
2015-11-01,CHUBUT,94,16919
2015-11-01,CHUBUT,95,11404
2015-11-01,CHUBUT,96,9868
2015-11-01,CHUBUT,999,20331
2015-11-01,CORDOBA,1,10094
2015-11-01,CORDOBA,2,9370
2015-11-01,CORDOBA,3,6965
2015-11-01,CORDOBA,6,32846
2015-11-01,CORDOBA,8,11542
2015-11-01,CORDOBA,9,33451
2015-11-01,CORDOBA,10,17224
2015-11-01,CORDOBA,11,28974
2015-11-01,CORDOBA,12,35099
2015-11-01,CORDOBA,13,10742
2015-11-01,CORDOBA,14,11370
2015-11-01,CORDOBA,15,10983
2015-11-01,CORDOBA,16,8705
2015-11-01,CORDOBA,17,15541
2015-11-01,CORDOBA,18,12089
2015-11-01,CORDOBA,19,18419
2015-11-01,CORDOBA,20,26781
2015-11-01,CORDOBA,21,35215
2015-11-01,CORDOBA,22,15755
2015-11-01,CORDOBA,23,17010
2015-11-01,CORDOBA,24,13535
2015-11-01,CORDOBA,25,11554
2015-11-01,CORDOBA,26,15953
2015-11-01,CORDOBA,27,15283
2015-11-01,CORDOBA,28,15026
2015-11-01,CORDOBA,29,22470
2015-11-01,CORDOBA,30,23450
2015-11-01,CORDOBA,31,10424
2015-11-01,CORDOBA,32,13659
2015-11-01,CORDOBA,33,10204
2015-11-01,CORDOBA,35,37776
2015-11-01,CORDOBA,36,21570
2015-11-01,CORDOBA,37,13214
2015-11-01,CORDOBA,38,26728
2015-11-01,CORDOBA,41,6443
2015-11-01,CORDOBA,42,13430
2015-11-01,CORDOBA,43,8304
2015-11-01,CORDOBA,45,13143
2015-11-01,CORDOBA,46,13562
2015-11-01,CORDOBA,47,12105
2015-11-01,CORDOBA,49,16520
2015-11-01,CORDOBA,50,45871
2015-11-01,CORDOBA,51,36220
2015-11-01,CORDOBA,52,16081
2015-11-01,CORDOBA,53,14812
2015-11-01,CORDOBA,55,9650
2015-11-01,CORDOBA,56,7091
2015-11-01,CORDOBA,58,19646
2015-11-01,CORDOBA,59,12487
2015-11-01,CORDOBA,60,22832
2015-11-01,CORDOBA,61,23111
2015-11-01,CORDOBA,62,16844
2015-11-01,CORDOBA,63,16086
2015-11-01,CORDOBA,64,32712
2015-11-01,CORDOBA,65,19158
2015-11-01,CORDOBA,66,11517
2015-11-01,CORDOBA,68,10585
2015-11-01,CORDOBA,69,10699
2015-11-01,CORDOBA,70,10894
2015-11-01,CORDOBA,71,9484
2015-11-01,CORDOBA,72,14304
2015-11-01,CORDOBA,73,10563
2015-11-01,CORDOBA,74,8088
2015-11-01,CORDOBA,75,8746
2015-11-01,CORDOBA,77,12859
2015-11-01,CORDOBA,78,9736
2015-11-01,CORDOBA,79,12137
2015-11-01,CORDOBA,80,10753
2015-11-01,CORDOBA,81,7064
2015-11-01,CORDOBA,82,11020
2015-11-01,CORDOBA,85,9975
2015-11-01,CORDOBA,86,13612
2015-11-01,CORDOBA,87,9927
2015-11-01,CORDOBA,88,10479
2015-11-01,CORDOBA,90,4019
2015-11-01,CORDOBA,91,9151
2015-11-01,CORDOBA,92,17834
2015-11-01,CORDOBA,93,11912
2015-11-01,CORDOBA,94,13593
2015-11-01,CORDOBA,95,8734
2015-11-01,CORDOBA,96,8968
2015-11-01,CORDOBA,999,12693
2015-11-01,CORRIENTES,1,8547
2015-11-01,CORRIENTES,2,7011
2015-11-01,CORRIENTES,3,3941
2015-11-01,CORRIENTES,6,29742
2015-11-01,CORRIENTES,8,12744
2015-11-01,CORRIENTES,10,15679
2015-11-01,CORRIENTES,11,23805
2015-11-01,CORRIENTES,12,25137
2015-11-01,CORRIENTES,13,13682
2015-11-01,CORRIENTES,14,9834
2015-11-01,CORRIENTES,15,15005
2015-11-01,CORRIENTES,16,8505
2015-11-01,CORRIENTES,17,9380
2015-11-01,CORRIENTES,18,9410
2015-11-01,CORRIENTES,20,18873
2015-11-01,CORRIENTES,21,55150
2015-11-01,CORRIENTES,22,12552
2015-11-01,CORRIENTES,23,8681
2015-11-01,CORRIENTES,24,-99
2015-11-01,CORRIENTES,25,7499
2015-11-01,CORRIENTES,26,15992
2015-11-01,CORRIENTES,27,12453
2015-11-01,CORRIENTES,28,6644
2015-11-01,CORRIENTES,29,11256
2015-11-01,CORRIENTES,30,14665
2015-11-01,CORRIENTES,31,8297
2015-11-01,CORRIENTES,32,5836
2015-11-01,CORRIENTES,33,5784
2015-11-01,CORRIENTES,35,36166
2015-11-01,CORRIENTES,36,14263
2015-11-01,CORRIENTES,37,6234
2015-11-01,CORRIENTES,38,3276
2015-11-01,CORRIENTES,41,6106
2015-11-01,CORRIENTES,42,15186
2015-11-01,CORRIENTES,43,6402
2015-11-01,CORRIENTES,45,12007
2015-11-01,CORRIENTES,46,12121
2015-11-01,CORRIENTES,47,10526
2015-11-01,CORRIENTES,49,14887
2015-11-01,CORRIENTES,50,38578
2015-11-01,CORRIENTES,51,35460
2015-11-01,CORRIENTES,52,10403
2015-11-01,CORRIENTES,53,21629
2015-11-01,CORRIENTES,55,9297
2015-11-01,CORRIENTES,56,9012
2015-11-01,CORRIENTES,58,9698
2015-11-01,CORRIENTES,59,10235
2015-11-01,CORRIENTES,60,15359
2015-11-01,CORRIENTES,61,24443
2015-11-01,CORRIENTES,62,15350
2015-11-01,CORRIENTES,63,17906
2015-11-01,CORRIENTES,64,34105
2015-11-01,CORRIENTES,65,22115
2015-11-01,CORRIENTES,66,14809
2015-11-01,CORRIENTES,68,10686
2015-11-01,CORRIENTES,69,8150
2015-11-01,CORRIENTES,70,9841
2015-11-01,CORRIENTES,71,7101
2015-11-01,CORRIENTES,72,7996
2015-11-01,CORRIENTES,73,9430
2015-11-01,CORRIENTES,74,8735
2015-11-01,CORRIENTES,75,9656
2015-11-01,CORRIENTES,77,7930
2015-11-01,CORRIENTES,78,2129
2015-11-01,CORRIENTES,79,7636
2015-11-01,CORRIENTES,80,6263
2015-11-01,CORRIENTES,81,8528
2015-11-01,CORRIENTES,82,10043
2015-11-01,CORRIENTES,85,7987
2015-11-01,CORRIENTES,86,11867
2015-11-01,CORRIENTES,87,9699
2015-11-01,CORRIENTES,88,10326
2015-11-01,CORRIENTES,90,2227
2015-11-01,CORRIENTES,91,7493
2015-11-01,CORRIENTES,92,14051
2015-11-01,CORRIENTES,93,8525
2015-11-01,CORRIENTES,94,11170
2015-11-01,CORRIENTES,95,9033
2015-11-01,CORRIENTES,96,10415
2015-11-01,CORRIENTES,999,9307
2015-11-01,ENTRE RIOS,1,7814
2015-11-01,ENTRE RIOS,2,8280
2015-11-01,ENTRE RIOS,3,7118
2015-11-01,ENTRE RIOS,6,28807
2015-11-01,ENTRE RIOS,8,13263
2015-11-01,ENTRE RIOS,10,14779
2015-11-01,ENTRE RIOS,11,19316
2015-11-01,ENTRE RIOS,12,-99
2015-11-01,ENTRE RIOS,13,10833
2015-11-01,ENTRE RIOS,14,8244
2015-11-01,ENTRE RIOS,15,8539
2015-11-01,ENTRE RIOS,16,10779
2015-11-01,ENTRE RIOS,17,21842
2015-11-01,ENTRE RIOS,18,9446
2015-11-01,ENTRE RIOS,20,31145
2015-11-01,ENTRE RIOS,21,26184
2015-11-01,ENTRE RIOS,22,12719
2015-11-01,ENTRE RIOS,23,11764
2015-11-01,ENTRE RIOS,24,13775
2015-11-01,ENTRE RIOS,25,10012
2015-11-01,ENTRE RIOS,26,11913
2015-11-01,ENTRE RIOS,27,17811
2015-11-01,ENTRE RIOS,28,10049
2015-11-01,ENTRE RIOS,29,13164
2015-11-01,ENTRE RIOS,30,6193
2015-11-01,ENTRE RIOS,31,14000
2015-11-01,ENTRE RIOS,32,12343
2015-11-01,ENTRE RIOS,33,7251
2015-11-01,ENTRE RIOS,35,28941
2015-11-01,ENTRE RIOS,36,13113
2015-11-01,ENTRE RIOS,38,14627
2015-11-01,ENTRE RIOS,41,7767
2015-11-01,ENTRE RIOS,42,13129
2015-11-01,ENTRE RIOS,43,8240
2015-11-01,ENTRE RIOS,45,12447
2015-11-01,ENTRE RIOS,46,13090
2015-11-01,ENTRE RIOS,47,11689
2015-11-01,ENTRE RIOS,49,16627
2015-11-01,ENTRE RIOS,50,55003
2015-11-01,ENTRE RIOS,51,20384
2015-11-01,ENTRE RIOS,52,13039
2015-11-01,ENTRE RIOS,53,20470
2015-11-01,ENTRE RIOS,55,9472
2015-11-01,ENTRE RIOS,56,6592
2015-11-01,ENTRE RIOS,58,14485
2015-11-01,ENTRE RIOS,59,10679
2015-11-01,ENTRE RIOS,60,19020
2015-11-01,ENTRE RIOS,61,20604
2015-11-01,ENTRE RIOS,62,13308
2015-11-01,ENTRE RIOS,63,16375
2015-11-01,ENTRE RIOS,64,35969
2015-11-01,ENTRE RIOS,65,23495
2015-11-01,ENTRE RIOS,66,8787
2015-11-01,ENTRE RIOS,68,11302
2015-11-01,ENTRE RIOS,69,8693
2015-11-01,ENTRE RIOS,70,9250
2015-11-01,ENTRE RIOS,71,7990
2015-11-01,ENTRE RIOS,72,9628
2015-11-01,ENTRE RIOS,73,9071
2015-11-01,ENTRE RIOS,74,7365
2015-11-01,ENTRE RIOS,75,7995
2015-11-01,ENTRE RIOS,77,13021
2015-11-01,ENTRE RIOS,78,2722
2015-11-01,ENTRE RIOS,79,10910
2015-11-01,ENTRE RIOS,80,11261
2015-11-01,ENTRE RIOS,81,6284
2015-11-01,ENTRE RIOS,82,7028
2015-11-01,ENTRE RIOS,85,8011
2015-11-01,ENTRE RIOS,86,12668
2015-11-01,ENTRE RIOS,87,9586
2015-11-01,ENTRE RIOS,88,9072
2015-11-01,ENTRE RIOS,90,4398
2015-11-01,ENTRE RIOS,91,8147
2015-11-01,ENTRE RIOS,92,10944
2015-11-01,ENTRE RIOS,93,9542
2015-11-01,ENTRE RIOS,94,12370
2015-11-01,ENTRE RIOS,95,10789
2015-11-01,ENTRE RIOS,96,10042
2015-11-01,ENTRE RIOS,999,9583
2015-11-01,FORMOSA,1,9399
2015-11-01,FORMOSA,2,6851
2015-11-01,FORMOSA,3,5407
2015-11-01,FORMOSA,8,16828
2015-11-01,FORMOSA,9,32099
2015-11-01,FORMOSA,10,9575
2015-11-01,FORMOSA,11,28380
2015-11-01,FORMOSA,13,18263
2015-11-01,FORMOSA,14,10287
2015-11-01,FORMOSA,15,3702
2015-11-01,FORMOSA,16,5879
2015-11-01,FORMOSA,18,9683
2015-11-01,FORMOSA,20,13314
2015-11-01,FORMOSA,21,15799
2015-11-01,FORMOSA,22,18764
2015-11-01,FORMOSA,23,8485
2015-11-01,FORMOSA,25,7563
2015-11-01,FORMOSA,28,17372
2015-11-01,FORMOSA,29,-99
2015-11-01,FORMOSA,30,9339
2015-11-01,FORMOSA,31,7190
2015-11-01,FORMOSA,32,13179
2015-11-01,FORMOSA,35,22650
2015-11-01,FORMOSA,36,16553
2015-11-01,FORMOSA,38,14594
2015-11-01,FORMOSA,41,7776
2015-11-01,FORMOSA,42,15995
2015-11-01,FORMOSA,43,8281
2015-11-01,FORMOSA,45,10952
2015-11-01,FORMOSA,46,12202
2015-11-01,FORMOSA,47,11538
2015-11-01,FORMOSA,49,14158
2015-11-01,FORMOSA,50,27903
2015-11-01,FORMOSA,51,26197
2015-11-01,FORMOSA,52,11640
2015-11-01,FORMOSA,53,21877
2015-11-01,FORMOSA,55,8490
2015-11-01,FORMOSA,56,10357
2015-11-01,FORMOSA,58,13760
2015-11-01,FORMOSA,59,12166
2015-11-01,FORMOSA,60,16013
2015-11-01,FORMOSA,61,18044
2015-11-01,FORMOSA,62,10167
2015-11-01,FORMOSA,63,10621
2015-11-01,FORMOSA,64,38045
2015-11-01,FORMOSA,65,18854
2015-11-01,FORMOSA,66,8432
2015-11-01,FORMOSA,68,13676
2015-11-01,FORMOSA,69,8279
2015-11-01,FORMOSA,70,12482
2015-11-01,FORMOSA,71,7421
2015-11-01,FORMOSA,73,6559
2015-11-01,FORMOSA,74,3785
2015-11-01,FORMOSA,75,9637
2015-11-01,FORMOSA,77,9184
2015-11-01,FORMOSA,78,2071
